id,0,1,2,3,4,5,6,area,CE
5052,0.0811214429437041,0.6729801757130077,0.3402273148888833,1.7750711804839172,0.4101099118986301,0.0056692496193194,0.6441301796857288,0.6245443512222514,0
5053,1.673112760921632,1.0884750658672944,0.0244214470542584,0.1860154616630976,0.2633636836047229,0.0833241171371986,0.2719439645670286,0.4099292172623418,0
5054,1.9243975101868973,0.1985947192971585,0.9082377689044688,0.6214276970349394,0.2691064370013201,0.4407356564778097,0.1019983661165748,0.9358942177444336,0
5055,1.998390092718802,0.8031943818747993,0.3652030390563212,0.0766877339101402,0.42861654016963,0.0252115179255547,1.2370042216387007,1.2534954582639564,0
5056,1.64514205567253,0.0504817561305118,0.0502951568805224,0.6453177622896786,0.4964938646603326,0.4805029129063558,0.1867106575670669,0.4546471295072428,0
5057,1.4556241383178028,0.7855208968839915,0.1353940418544111,0.8578447332354288,0.2722045425156741,1.320487672043001,1.05238616076224,2.3934891367728994,1
5058,0.5115527523746145,0.8752740498333108,0.8797974840083005,0.992171856920876,1.2723000895936674,0.8992651104406392,0.5901804017126945,2.6409573794984205,1
5059,1.007363559957502,0.1626200918324406,0.0530267673823573,0.0800523563033354,1.8071830139497225,0.433391974592382,0.4634352465384359,0.6325281525019792,0
5060,0.5915895899449803,1.6592296257990793,1.2758306168495104,0.1880295081943551,0.385997515618907,0.5511289787972743,1.1351400599729806,2.252183653119874,1
5061,0.4591374228743881,1.602155240095788,0.3024160906861616,0.5755322862376906,0.1894832373330708,0.1865239600852884,0.1308933456622983,0.4214847079888282,0
5062,0.359363742158245,0.1072525781219843,0.3684084810548544,1.7580824596975655,1.967285107173115,0.1617079320024243,0.3532360800462153,1.2620536260606872,1
5063,1.9990813917729413,1.2865433860979594,0.1273956476095914,0.3418080817765781,0.8327517239103557,0.3048008661739709,0.0475605658675097,1.247139826578444,0
5064,0.0012707803487147,0.4296539330337149,0.1168662189405852,0.8237529391043236,0.5941474834871725,1.3063969533672983,1.9796541715927367,1.5631817098784309,1
5065,0.3130537660101595,0.2522587003254808,0.0525807329306125,0.6133147123335753,0.9815246426510414,1.9441329993441048,0.3959746582283419,0.9914000659565032,0
