id,0,1,2,3,4,5,6,7,8,area,CE
10034,0.9715014919874524,0.1018488210029136,1.9749415410351672,0.2090057056419025,0.311183586279501,0.3249181823417618,0.260139860613388,0.5263387817017017,0.6862542306143523,1.7543581571440834,1
10035,0.8524703148799857,0.0272381496931862,0.0700436245005406,0.0277732388584251,1.984204826141268,0.0604081223347138,0.0803794139083894,0.3048339713816289,1.3168882995498994,1.0401894155466225,0
10036,1.0723144905865647,0.3432548957504077,0.1532100896910585,0.5218275892618252,0.0289749934029829,1.583929036455461,0.4832989198001554,0.6342458156426485,1.0747423785501686,2.436382607835782,1
10037,0.3627469724668165,0.1760703207697203,0.3078687892104906,0.8414515142624575,0.4241852248201484,1.89274033034792,0.0516623179154152,0.7043967666315821,0.8536664980853094,2.05431262194737,1
10038,0.4980368872444806,1.5343688958476345,0.6317595932436895,0.0772732397186746,0.13754793567707,0.020190385489637,0.0407820474688369,0.2638758335648042,0.0621970486928219,0.3483564359570029,0
10039,0.907152400945342,0.4722827619845974,0.1974344605633971,1.0517113569491496,1.2051223018682051,0.0500284340900602,0.8339934721399125,0.5787898762315635,0.7499506446322903,2.6887446637077854,1
10040,1.185696703072778,1.132189630870482,0.4962868695874597,0.9397292649267004,0.353421765207395,0.6396409724466906,0.2134713092015729,0.821478652372348,0.2631390040732104,2.687231039530838,1
10041,0.5397753786968269,0.9847600332784348,0.4043274360784944,0.252395447213456,0.5456365602946766,0.3462537718208364,0.8685967748067999,0.8551640910134594,1.2606813095235276,2.711662272851672,1
10042,0.1205202875004418,0.0374272330693615,1.0672590843157854,1.9508938196671108,0.7555972318371363,0.2706526184154102,0.0805385600273231,0.4874456283103896,0.6694445368652768,1.820893486802892,1
10043,0.692326153263779,0.6963366033654103,0.5462281925603616,0.2215878263172905,1.3302736625866236,0.487894085350757,0.0814332884221086,0.5228968435726653,1.385775269694912,2.549878035836216,1
10044,1.99608194856816,0.9064120993562154,0.4485419806684165,0.9765875782192724,0.1379327646106417,0.0480698011930745,0.2465920924091995,0.1189163558064711,0.0506793437365326,1.286101302063508,0
10045,1.0520039958764775,1.3127890321172166,0.1822464047247109,0.622847640703382,0.0406211723929489,1.299679767813953,0.245524322608138,0.7762679634572217,0.425454206508063,2.530860899525325,1
10046,0.7748050815042549,0.7863281822308384,0.0632612551324391,0.1631000782978135,0.8851699647048299,1.7205082018740954,0.716234232404042,0.0462975045312159,0.6722224836030811,2.341102529231832,1
10047,0.1880732180413233,0.8693931796183194,0.0870567112336175,0.1855963720264373,0.1574671306931116,0.2855307520534517,0.5458533424495099,1.970445065272337,0.4360951108224515,1.147392395070138,0
10048,1.6670900224315142,0.1283756255987307,1.0747209905803987,0.148167006513245,0.1942056854911493,0.1111486468691125,0.9420322268195048,0.1160261718245007,1.3619074296528662,2.1758361154241825,1
10049,0.1037741311390602,0.508241319692637,1.0653159569697863,0.5739104665361537,0.7601668371100352,0.2923761899323263,1.920285188414478,0.1544728116081027,0.1569050969641301,1.9430505498008712,1
10050,1.2359852215707636,0.6101499501445969,0.7796319520747257,1.2829941422224076,0.0310893009431665,0.2793289024461604,0.8798850263359509,0.238051436799649,0.6631974874121236,2.607409643085824,1
10051,1.909312706643398,1.024143548042393,0.4702947616885525,0.1355743049953449,0.3173070898056817,0.7582934606677324,0.4976434090469763,0.1602722467390414,0.2996641914005253,1.9967336745345805,1
10052,0.2999864638232939,1.3963383659104924,1.074840358987872,0.2192780511934924,1.0212739193012763,0.2259860785800241,0.3457616110278872,0.8271972783377419,0.5750508348007286,2.5838707020568368,1
